Model Name (Dropdown),Custom Model Path (if 'Custom' is selected),Train Dataset (Dropdown),Custom Train Dataset Path (if 'Custom' is selected),Shuffle Train Data,Val Dataset (Dropdown),Custom Val Dataset Path (if 'Custom' is selected),Batch Size,Epochs,Save Best Model,Use Recommended Warmup Steps,Warmup Steps (fallback value),Evaluation Steps,Optimizer Class,Optimizer Params (LR),Scheduler,Checkpoint Path,Checkpoint Save Steps,Checkpoint Save Total Limit,Show Progress Bar,Output Path,Steps Per Epoch (leave blank for default),Weight Decay,Max Grad Norm,Use AMP,output,flag,username,timestamp
Custom,,./dataset/train_dataset.json,,true,./dataset/val_dataset.json,,64,1,true,true,10000,1000,AdamW,5e-05,warmuplinear,./checkpointpath,100,5,true,./outputpath,,0,1,false,,,,2025-03-18 18:07:50.669672
